405.000,256.000,122.000,148.000
408.154,252.784,122.000,148.000
409.747,252.253,122.000,148.000
413.463,248.537,122.000,148.000
416.118,243.759,122.000,148.000
419.834,240.043,122.000,148.000
422.488,236.327,122.000,148.000
424.081,230.487,122.000,148.000
421.426,224.647,122.000,148.000
415.587,220.931,122.000,148.000
408.685,216.153,122.000,148.000
400.722,210.313,122.000,148.000
393.821,200.227,122.000,148.000
385.857,191.202,122.000,148.000
375.771,185.362,122.000,148.000
365.684,181.646,122.000,148.000
357.721,180.053,122.000,148.000
349.758,178.461,122.000,148.000
341.794,181.115,122.000,148.000
337.017,181.646,122.000,148.000
332.239,181.115,122.000,148.000
326.399,182.708,122.000,148.000
322.683,182.177,122.000,148.000
320.028,181.646,122.000,148.000
314.189,180.053,122.000,148.000
307.287,178.461,122.000,148.000
300.386,174.745,122.000,148.000
293.484,169.967,122.000,148.000
283.398,165.189,122.000,148.000
275.434,160.411,122.000,148.000
270.657,153.509,122.000,148.000
268.002,142.361,122.000,148.000
268.533,130.151,122.000,148.000
269.064,119.002,122.000,148.000
272.780,106.792,122.000,148.000
278.620,94.582,122.000,148.000
284.459,85.557,122.000,148.000
289.237,76.532,122.000,148.000
296.139,66.445,122.000,148.000
304.102,57.420,122.000,148.000
307.818,52.642,122.000,148.000
306.226,53.173,122.000,148.000
304.633,54.766,122.000,148.000
303.040,57.420,122.000,148.000
299.324,62.198,122.000,148.000
296.670,66.976,122.000,148.000
294.015,70.692,122.000,148.000
287.114,76.532,122.000,148.000
282.336,81.310,122.000,148.000
276.496,85.026,122.000,148.000
269.595,89.804,122.000,148.000
260.570,93.520,122.000,148.000
255.792,96.174,122.000,148.000
252.076,98.829,122.000,148.000
250.483,101.483,122.000,148.000
249.952,104.138,122.000,148.000
249.421,104.668,122.000,148.000
248.891,105.199,122.000,148.000
246.236,102.545,122.000,148.000
245.705,103.076,122.000,148.000
245.174,104.668,122.000,148.000
244.643,106.261,122.000,148.000
243.051,105.730,122.000,148.000
241.458,104.138,122.000,148.000
241.989,102.545,122.000,148.000
245.705,98.829,122.000,148.000
247.298,95.113,122.000,148.000
247.829,93.520,122.000,148.000
248.360,90.866,122.000,148.000
247.829,87.149,122.000,148.000
247.298,85.557,122.000,148.000
247.829,83.964,122.000,148.000
248.360,83.433,122.000,148.000
247.829,81.841,122.000,148.000
249.421,83.433,122.000,148.000
249.952,80.779,122.000,148.000
251.545,82.371,122.000,148.000
252.076,80.779,122.000,148.000
253.668,81.310,122.000,148.000
255.261,80.779,122.000,148.000
256.854,81.310,122.000,148.000
258.446,80.779,122.000,148.000
263.224,81.310,122.000,148.000
268.002,80.779,122.000,148.000
273.842,80.248,122.000,148.000
280.743,80.779,122.000,148.000
286.583,80.248,122.000,148.000
291.361,81.841,122.000,148.000
296.139,80.248,122.000,148.000
300.917,78.655,122.000,148.000
304.633,76.001,122.000,148.000
307.287,73.347,122.000,148.000
309.942,69.630,122.000,148.000
311.534,66.976,122.000,148.000
311.003,63.260,122.000,148.000
312.596,61.667,122.000,148.000
314.189,62.198,122.000,148.000
316.843,62.729,122.000,148.000
319.497,65.383,122.000,148.000
322.152,68.038,122.000,148.000
322.683,70.692,122.000,148.000
318.967,74.408,122.000,148.000
316.312,79.186,122.000,148.000
313.658,86.088,122.000,148.000
311.003,92.989,122.000,148.000
305.164,100.952,122.000,148.000
297.201,113.162,122.000,148.000
291.361,126.434,122.000,148.000
285.521,137.583,122.000,148.000
279.682,146.608,122.000,148.000
272.780,155.633,122.000,148.000
268.002,164.658,122.000,148.000
263.224,173.683,122.000,148.000
255.261,182.708,122.000,148.000
247.298,191.733,122.000,148.000
239.335,199.696,122.000,148.000
231.371,206.597,122.000,148.000
224.470,213.499,122.000,148.000
218.630,220.400,122.000,148.000
214.914,225.178,122.000,148.000
212.260,231.018,122.000,148.000
209.605,232.610,122.000,148.000
212.260,234.203,122.000,148.000
215.976,231.549,122.000,148.000
222.877,231.018,122.000,148.000
226.594,232.610,122.000,148.000
230.310,235.265,122.000,148.000
235.088,234.734,122.000,148.000
243.051,236.327,122.000,148.000
252.076,238.981,122.000,148.000
261.101,242.697,122.000,148.000
271.187,247.475,122.000,148.000
279.151,250.129,122.000,148.000
288.176,253.846,122.000,148.000
297.201,253.315,122.000,148.000
306.226,250.660,122.000,148.000
313.127,244.821,122.000,148.000
320.028,238.981,122.000,148.000
325.868,234.203,122.000,148.000
326.171,226.507,124.699,151.274
322.372,219.453,124.699,151.274
319.659,213.484,124.699,151.274
315.861,208.601,124.699,151.274
306.636,203.717,124.699,151.274
294.156,201.004,124.699,151.274
282.761,198.291,124.699,151.274
272.451,193.407,124.699,151.274
258.885,190.694,124.699,151.274
243.149,186.895,124.699,151.274
228.498,186.353,124.699,151.274
217.103,182.554,124.699,151.274
204.623,177.671,124.699,151.274
186.716,172.787,124.699,151.274
174.236,168.989,124.699,151.274
165.011,164.105,124.699,151.274
162.298,158.136,124.699,151.274
166.096,151.082,124.699,151.274
167.724,145.113,124.699,151.274
167.182,142.400,124.699,151.274
168.809,140.772,124.699,151.274
173.693,138.059,124.699,151.274
177.491,135.346,124.699,151.274
181.290,132.633,124.699,151.274
186.173,128.835,124.699,151.274
189.972,127.207,124.699,151.274
190.514,125.579,124.699,151.274
192.142,123.951,124.699,151.274
192.685,122.323,124.699,151.274
194.313,121.780,124.699,151.274
195.941,123.408,124.699,151.274
196.483,123.951,124.699,151.274
202.452,125.579,124.699,151.274
209.506,132.633,124.699,151.274
215.475,137.517,124.699,151.274
220.359,142.400,124.699,151.274
227.413,144.028,124.699,151.274
233.382,146.741,124.699,151.274
238.265,147.284,124.699,151.274
242.210,145.236,122.040,148.049
242.741,142.580,122.040,148.049
243.272,139.925,122.040,148.049
241.679,135.146,122.040,148.049
240.086,129.304,122.040,148.049
237.431,122.400,122.040,148.049
236.900,113.373,122.040,148.049
