139.000,112.000,51.000,36.000
140.012,114.718,51.000,36.000
140.182,116.595,51.000,36.000
140.694,118.131,51.000,36.000
139.841,118.642,51.000,36.000
140.012,120.178,51.000,36.000
139.841,119.666,51.000,36.000
139.329,120.860,51.000,36.000
139.841,121.031,51.000,36.000
139.329,119.837,51.000,36.000
140.182,121.372,51.000,36.000
139.671,120.178,51.000,36.000
137.453,119.666,51.000,36.000
138.306,120.519,51.000,36.000
137.453,119.666,51.000,36.000
137.964,119.837,51.000,36.000
137.111,118.984,51.000,36.000
137.623,118.131,51.000,36.000
136.770,117.277,51.000,36.000
136.941,116.766,51.000,36.000
137.453,116.936,51.000,36.000
137.623,116.083,51.000,36.000
136.770,114.547,51.000,36.000
137.623,115.401,51.000,36.000
137.111,113.865,51.000,36.000
138.306,114.377,51.000,36.000
138.476,112.841,51.000,36.000
138.988,113.353,51.000,36.000
138.818,111.818,51.000,36.000
139.671,112.329,51.000,36.000
139.841,110.453,51.000,36.000
140.694,110.282,51.000,36.000
140.865,109.429,51.000,36.000
142.059,110.282,51.000,36.000
142.230,109.429,51.000,36.000
143.083,109.941,51.000,36.000
144.277,110.453,51.000,36.000
146.496,108.576,51.000,36.000
148.372,107.723,51.000,36.000
150.590,107.893,51.000,36.000
153.491,108.405,51.000,36.000
156.733,107.552,51.000,36.000
159.633,108.746,51.000,36.000
162.534,109.599,51.000,36.000
164.752,110.453,51.000,36.000
167.311,111.647,51.000,36.000
169.871,113.182,51.000,36.000
170.724,112.671,51.000,36.000
172.259,112.841,51.000,36.000
174.478,111.647,51.000,36.000
176.696,109.770,51.000,36.000
178.573,108.234,51.000,36.000
181.132,106.358,51.000,36.000
183.691,104.822,51.000,36.000
184.886,104.310,51.000,36.000
185.397,103.116,51.000,36.000
186.592,101.580,51.000,36.000
186.762,101.068,51.000,36.000
187.957,100.215,51.000,36.000
189.151,100.727,51.000,36.000
190.004,101.921,51.000,36.000
190.857,102.775,51.000,36.000
191.028,102.945,51.000,36.000
192.222,104.140,51.000,36.000
192.052,103.286,51.000,36.000
191.881,104.481,51.000,36.000
191.028,104.310,51.000,36.000
191.199,104.822,51.000,36.000
191.710,105.675,51.000,36.000
190.857,104.822,51.000,36.000
191.369,105.675,51.000,36.000
191.199,105.163,51.000,36.000
190.687,104.651,51.000,36.000
189.834,105.163,51.000,36.000
188.980,103.969,51.000,36.000
188.469,105.504,51.000,36.000
187.957,104.651,51.000,36.000
186.762,105.504,51.000,36.000
185.568,104.651,51.000,36.000
184.715,104.822,51.000,36.000
183.521,104.310,51.000,36.000
182.326,103.457,51.000,36.000
182.156,103.628,51.000,36.000
180.620,103.116,51.000,36.000
178.743,102.263,51.000,36.000
177.890,103.116,51.000,36.000
176.696,102.263,51.000,36.000
175.843,102.433,51.000,36.000
174.648,101.239,51.000,36.000
173.795,100.727,51.000,36.000
172.942,102.263,51.000,36.000
172.771,101.751,51.000,36.000
172.259,103.286,51.000,36.000
172.430,102.775,51.000,36.000
171.918,103.969,51.000,36.000
171.065,104.822,51.000,36.000
171.236,105.675,51.000,36.000
171.406,106.528,51.000,36.000
171.577,106.699,51.000,36.000
170.724,107.211,51.000,36.000
170.212,106.016,51.000,36.000
171.065,106.528,51.000,36.000
170.212,105.334,51.000,36.000
170.041,104.822,51.000,36.000
169.188,105.334,51.000,36.000
167.994,104.140,51.000,36.000
167.482,104.651,51.000,36.000
167.653,105.846,51.000,36.000
166.458,105.334,51.000,36.000
167.311,105.504,51.000,36.000
166.800,106.016,51.000,36.000
166.288,106.528,51.000,36.000
166.800,107.381,51.000,36.000
165.605,106.528,51.000,36.000
165.093,107.040,51.000,36.000
165.264,105.163,51.000,36.000
165.435,104.651,51.000,36.000
165.605,105.163,51.000,36.000
164.411,103.628,51.000,36.000
165.946,103.798,51.000,36.000
